,Network,Date,Time,Program,Length,Rating,Minute_In_Commercial,Total_Loss_perc
313,DKN,10/26/15,10:13 PM,BLINDSPOT,60,1.995021566,0,2.766601178
314,DKN,10/26/15,10:14 PM,BLINDSPOT,60,1.985290661,0,1.570667551
315,DKN,10/26/15,10:15 PM,BLINDSPOT,60,1.990612509,0,1.618294373
316,DKN,10/26/15,10:16 PM,BLINDSPOT,60,1.973682425,0,1.814960531
317,DKN,10/26/15,10:17 PM,BLINDSPOT,60,1.973023282,0,1.927175872
318,DKN,10/26/15,10:18 PM,BLINDSPOT,60,1.956450667,0,1.661896233
319,DKN,10/26/15,10:19 PM,BLINDSPOT,60,1.953830469,1,6.988510694
320,DKN,10/26/15,10:20 PM,BLINDSPOT,60,1.816661767,1,3.622694579
321,DKN,10/26/15,10:21 PM,BLINDSPOT,60,1.781214678,1,1.503455727
322,DKN,10/26/15,10:22 PM,BLINDSPOT,60,1.800987529,1,1.531415389
323,DKN,10/26/15,10:23 PM,BLINDSPOT,60,1.94558173,0,1.956031152
324,DKN,10/26/15,10:24 PM,BLINDSPOT,60,1.940720932,0,1.300796768
325,DKN,10/26/15,10:25 PM,BLINDSPOT,60,1.962858134,0,1.351015871
326,DKN,10/26/15,10:26 PM,BLINDSPOT,60,1.959664078,0,1.522194805
327,DKN,10/26/15,10:27 PM,BLINDSPOT,60,1.962337735,0,1.717329671
328,DKN,10/26/15,10:28 PM,BLINDSPOT,60,1.963543694,0,1.958659387
329,DKN,10/26/15,10:29 PM,BLINDSPOT,60,1.946838621,0,1.616274073
330,DKN,10/26/15,10:30 PM,BLINDSPOT,60,1.939070382,0,1.149050504
331,DKN,10/26/15,10:31 PM,BLINDSPOT,60,1.935355942,0,1.703091988
332,DKN,10/26/15,10:32 PM,BLINDSPOT,60,1.927368896,0,4.840524959
333,DKN,10/26/15,10:33 PM,BLINDSPOT,60,1.836889906,1,6.413777642
334,DKN,10/26/15,10:34 PM,BLINDSPOT,60,1.721814754,1,2.50628659
335,DKN,10/26/15,10:35 PM,BLINDSPOT,60,1.760508911,0,1.710488517
336,DKN,10/26/15,10:36 PM,BLINDSPOT,60,1.772722826,1,1.997466007
337,DKN,10/26/15,10:37 PM,BLINDSPOT,60,1.850692838,1,0.855066504
338,DKN,10/26/15,10:38 PM,BLINDSPOT,60,1.887932137,0,1.453398007
339,DKN,10/26/15,10:39 PM,BLINDSPOT,60,1.892511989,0,0.859550537
340,DKN,10/26/15,10:40 PM,BLINDSPOT,60,1.911430257,0,1.046021272
341,DKN,10/26/15,10:41 PM,BLINDSPOT,60,1.910380961,0,2.998118097
342,DKN,10/26/15,10:42 PM,BLINDSPOT,60,1.864274956,1,4.531853998
343,DKN,10/26/15,10:43 PM,BLINDSPOT,60,1.805791759,1,1.81578553
344,DKN,10/26/15,10:44 PM,BLINDSPOT,60,1.82327106,1,1.632538017
345,DKN,10/26/15,10:45 PM,BLINDSPOT,60,1.881114161,1,1.911479863
346,DKN,10/26/15,10:46 PM,BLINDSPOT,60,1.891195365,0,1.485164077
347,DKN,10/26/15,10:47 PM,BLINDSPOT,60,1.891377622,0,0.949770614
348,DKN,10/26/15,10:48 PM,BLINDSPOT,60,1.894047945,0,1.917926267
349,DKN,10/26/15,10:49 PM,BLINDSPOT,60,1.886475898,0,3.120049589
350,DKN,10/26/15,10:50 PM,BLINDSPOT,60,1.834697319,1,4.958511871
351,DKN,10/26/15,10:51 PM,BLINDSPOT,60,1.747285414,1,1.310436267
352,DKN,10/26/15,10:52 PM,BLINDSPOT,60,1.772872245,1,1.294834949
353,DKN,10/26/15,10:53 PM,BLINDSPOT,60,1.826116342,1,1.460671806
354,DKN,10/26/15,10:54 PM,BLINDSPOT,60,1.837456731,0,1.119182761
355,DKN,10/26/15,10:55 PM,BLINDSPOT,60,1.86060343,0,0.903922628
356,DKN,10/26/15,10:56 PM,BLINDSPOT,60,1.875223688,0,1.417881002
357,DKN,10/26/15,10:57 PM,BLINDSPOT,60,1.885051375,0,1.686592914
358,DKN,10/26/15,10:58 PM,BLINDSPOT,60,1.926771948,1,1.742533885
359,DKN,10/26/15,10:59 PM,BLINDSPOT,60,1.983187401,1,0
360,DKN,11/2/15,10:00 PM,BLINDSPOT,60,3.192633757,1,19.08119825
361,DKN,11/2/15,10:01 PM,BLINDSPOT,60,2.797290913,0,9.076630152
362,DKN,11/2/15,10:02 PM,BLINDSPOT,60,2.721971215,0,5.250082275
363,DKN,11/2/15,10:03 PM,BLINDSPOT,60,2.646880124,0,3.969091166
364,DKN,11/2/15,10:04 PM,BLINDSPOT,60,2.628173068,0,2.695588504
365,DKN,11/2/15,10:05 PM,BLINDSPOT,60,2.607462254,0,3.132478118
366,DKN,11/2/15,10:06 PM,BLINDSPOT,60,2.582854942,0,3.347402188
367,DKN,11/2/15,10:07 PM,BLINDSPOT,60,2.550514942,0,1.654053641
368,DKN,11/2/15,10:08 PM,BLINDSPOT,60,2.573862081,0,7.980306284
369,DKN,11/2/15,10:09 PM,BLINDSPOT,60,2.398463011,1,5.591894414
370,DKN,11/2/15,10:10 PM,BLINDSPOT,60,2.300732118,1,2.499784262
371,DKN,11/2/15,10:11 PM,BLINDSPOT,60,2.357496939,1,3.348242127
372,DKN,11/2/15,10:12 PM,BLINDSPOT,60,2.355820289,1,1.576820079
373,DKN,11/2/15,10:13 PM,BLINDSPOT,60,2.413124339,0,2.761482893
374,DKN,11/2/15,10:14 PM,BLINDSPOT,60,2.440500443,0,1.875358525
375,DKN,11/2/15,10:15 PM,BLINDSPOT,60,2.427771659,0,1.367722236
376,DKN,11/2/15,10:16 PM,BLINDSPOT,60,2.447368464,0,2.758681451
377,DKN,11/2/15,10:17 PM,BLINDSPOT,60,2.422726923,0,1.954617044
378,DKN,11/2/15,10:18 PM,BLINDSPOT,60,2.39565554,0,1.921101161
379,DKN,11/2/15,10:19 PM,BLINDSPOT,60,2.391449601,0,0.660075317
380,DKN,11/2/15,10:20 PM,BLINDSPOT,60,2.422345319,1,7.831252792
381,DKN,11/2/15,10:21 PM,BLINDSPOT,60,2.284764527,1,5.158152875
382,DKN,11/2/15,10:22 PM,BLINDSPOT,60,2.200885601,1,1.461770689
383,DKN,11/2/15,10:23 PM,BLINDSPOT,60,2.285111081,1,1.751286261
384,DKN,11/2/15,10:24 PM,BLINDSPOT,60,2.302469182,1,2.81678525
385,DKN,11/2/15,10:25 PM,BLINDSPOT,60,2.297819674,0,1.840712445
386,DKN,11/2/15,10:26 PM,BLINDSPOT,60,2.312453048,0,1.240736213
387,DKN,11/2/15,10:27 PM,BLINDSPOT,60,2.329133425,0,2.535086881
388,DKN,11/2/15,10:28 PM,BLINDSPOT,60,2.290090728,0,1.469911203
389,DKN,11/2/15,10:29 PM,BLINDSPOT,60,2.281344378,0,0.893640698
390,DKN,11/2/15,10:30 PM,BLINDSPOT,60,2.297140843,0,1.328714943
391,DKN,11/2/15,10:31 PM,BLINDSPOT,60,2.292625609,1,10.46897375
392,DKN,11/2/15,10:32 PM,BLINDSPOT,60,2.085483035,1,3.855620286
393,DKN,11/2/15,10:33 PM,BLINDSPOT,60,2.054733582,0,2.848935466
394,DKN,11/2/15,10:34 PM,BLINDSPOT,60,2.12675733,0,1.390125451
395,DKN,11/2/15,10:35 PM,BLINDSPOT,60,2.15051753,0,1.950556672
396,DKN,11/2/15,10:36 PM,BLINDSPOT,60,2.228537976,0,1.577340296
397,DKN,11/2/15,10:37 PM,BLINDSPOT,60,2.2367385,0,0.978510186
398,DKN,11/2/15,10:38 PM,BLINDSPOT,60,2.266228699,0,2.479853114
399,DKN,11/2/15,10:39 PM,BLINDSPOT,60,2.232373153,0,3.698318637
400,DKN,11/2/15,10:40 PM,BLINDSPOT,60,2.177533222,1,7.328163032
401,DKN,11/2/15,10:41 PM,BLINDSPOT,60,2.044045519,1,2.301571001
402,DKN,11/2/15,10:42 PM,BLINDSPOT,60,2.107277183,1,2.216515307
403,DKN,11/2/15,10:43 PM,BLINDSPOT,60,2.141810109,1,1.043989948
404,DKN,11/2/15,10:44 PM,BLINDSPOT,60,2.220618096,0,1.47889521
405,DKN,11/2/15,10:45 PM,BLINDSPOT,60,2.223800762,0,1.742304678
406,DKN,11/2/15,10:46 PM,BLINDSPOT,60,2.246851018,0,2.180599865
407,DKN,11/2/15,10:47 PM,BLINDSPOT,60,2.219534028,0,1.319119652
408,DKN,11/2/15,10:48 PM,BLINDSPOT,60,2.211928428,0,6.045739939
409,DKN,11/2/15,10:49 PM,BLINDSPOT,60,2.110231571,1,4.0479435
410,DKN,11/2/15,10:50 PM,BLINDSPOT,60,2.094976673,1,3.459391659
411,DKN,11/2/15,10:51 PM,BLINDSPOT,60,2.072280758,1,2.174748503
412,DKN,11/2/15,10:52 PM,BLINDSPOT,60,2.123513193,0,1.532603457
413,DKN,11/2/15,10:53 PM,BLINDSPOT,60,2.166603629,0,1.00584689
414,DKN,11/2/15,10:54 PM,BLINDSPOT,60,2.197369921,0,1.196625724
415,DKN,11/2/15,10:55 PM,BLINDSPOT,60,2.213449224,0,1.053071625
416,DKN,11/2/15,10:56 PM,BLINDSPOT,60,2.245567028,0,1.848449109
417,DKN,11/2/15,10:57 PM,BLINDSPOT,60,2.275337938,0,0.886779139
418,DKN,11/2/15,10:58 PM,BLINDSPOT,60,2.350365755,0,1.822415928
419,DKN,11/2/15,10:59 PM,BLINDSPOT,60,2.383368555,0,0
420,DKN,11/9/15,10:00 PM,BLINDSPOT,60,2.839552181,0,17.71338181
421,DKN,11/9/15,10:01 PM,BLINDSPOT,60,2.481255083,0,7.699647682
422,DKN,11/9/15,10:02 PM,BLINDSPOT,60,2.340873632,0,4.663283505
423,DKN,11/9/15,10:03 PM,BLINDSPOT,60,2.318015035,0,4.111343036
424,DKN,11/9/15,10:04 PM,BLINDSPOT,60,2.273806455,0,2.164195706
425,DKN,11/9/15,10:05 PM,BLINDSPOT,60,2.268101937,1,6.439712296
426,DKN,11/9/15,10:06 PM,BLINDSPOT,60,2.1611741,1,3.79559039
427,DKN,11/9/15,10:07 PM,BLINDSPOT,60,2.10754211,1,3.399121357
428,DKN,11/9/15,10:08 PM,BLINDSPOT,60,2.087917901,1,1.88374108
429,DKN,11/9/15,10:09 PM,BLINDSPOT,60,2.108894251,1,2.62352634
430,DKN,11/9/15,10:10 PM,BLINDSPOT,60,2.123803887,0,2.12654185
431,DKN,11/9/15,10:11 PM,BLINDSPOT,60,2.126105697,0,2.375546845
432,DKN,11/9/15,10:12 PM,BLINDSPOT,60,2.11513079,0,2.260690062
433,DKN,11/9/15,10:13 PM,BLINDSPOT,60,2.104176898,0,0.825727312
434,DKN,11/9/15,10:14 PM,BLINDSPOT,60,2.136759691,0,1.779867727
435,DKN,11/9/15,10:15 PM,BLINDSPOT,60,2.10887409,0,2.400327439
436,DKN,11/9/15,10:16 PM,BLINDSPOT,60,2.083896974,0,1.677753224
437,DKN,11/9/15,10:17 PM,BLINDSPOT,60,2.068364538,0,1.750684857
438,DKN,11/9/15,10:18 PM,BLINDSPOT,60,2.063584889,0,2.337960387
439,DKN,11/9/15,10:19 PM,BLINDSPOT,60,2.025622196,1,5.947732869
440,DKN,11/9/15,10:20 PM,BLINDSPOT,60,1.921641013,1,2.915570396
441,DKN,11/9/15,10:21 PM,BLINDSPOT,60,1.894482769,1,1.588845859
442,DKN,11/9/15,10:22 PM,BLINDSPOT,60,1.931651515,1,3.89258254
443,DKN,11/9/15,10:23 PM,BLINDSPOT,60,1.939074631,0,2.149546586
444,DKN,11/9/15,10:24 PM,BLINDSPOT,60,1.94409943,0,0.819605128
445,DKN,11/9/15,10:25 PM,BLINDSPOT,60,1.964978144,0,1.794093361
446,DKN,11/9/15,10:26 PM,BLINDSPOT,60,1.952917205,0,1.886287389
447,DKN,11/9/15,10:27 PM,BLINDSPOT,60,1.934501867,1,5.681302788
448,DKN,11/9/15,10:28 PM,BLINDSPOT,60,1.827141708,1,4.886445631
449,DKN,11/9/15,10:29 PM,BLINDSPOT,60,1.777161629,0,2.364442279
450,DKN,11/9/15,10:30 PM,BLINDSPOT,60,1.780964889,0,3.411340438
451,DKN,11/9/15,10:31 PM,BLINDSPOT,60,1.771594926,1,1.691155317
452,DKN,11/9/15,10:32 PM,BLINDSPOT,60,1.821023592,0,1.382636618
453,DKN,11/9/15,10:33 PM,BLINDSPOT,60,1.860221451,0,2.465766069
454,DKN,11/9/15,10:34 PM,BLINDSPOT,60,1.849003536,0,0.803728091
455,DKN,11/9/15,10:35 PM,BLINDSPOT,60,1.860959786,0,0.725788932
456,DKN,11/9/15,10:36 PM,BLINDSPOT,60,1.881237921,0,1.149780573
457,DKN,11/9/15,10:37 PM,BLINDSPOT,60,1.866523172,0,1.339955963
458,DKN,11/9/15,10:38 PM,BLINDSPOT,60,1.846879958,0,0.963369328
459,DKN,11/9/15,10:39 PM,BLINDSPOT,60,1.85885151,1,6.068127159
460,DKN,11/9/15,10:40 PM,BLINDSPOT,60,1.766570921,1,2.736355987
461,DKN,11/9/15,10:41 PM,BLINDSPOT,60,1.758161183,1,1.492852357
462,DKN,11/9/15,10:42 PM,BLINDSPOT,60,1.774837795,1,1.325596856
463,DKN,11/9/15,10:43 PM,BLINDSPOT,60,1.811416815,0,0.999252806
464,DKN,11/9/15,10:44 PM,BLINDSPOT,60,1.847682305,0,1.663693856
465,DKN,11/9/15,10:45 PM,BLINDSPOT,60,1.810427259,0,1.926630174
466,DKN,11/9/15,10:46 PM,BLINDSPOT,60,1.797827466,0,1.348944773
467,DKN,11/9/15,10:47 PM,BLINDSPOT,60,1.794235578,0,0.659701183
468,DKN,11/9/15,10:48 PM,BLINDSPOT,60,1.814006533,1,5.886499437
469,DKN,11/9/15,10:49 PM,BLINDSPOT,60,1.728415127,1,3.229940079
470,DKN,11/9/15,10:50 PM,BLINDSPOT,60,1.733439677,1,1.550838047
471,DKN,11/9/15,10:51 PM,BLINDSPOT,60,1.762953674,1,1.798709969
472,DKN,11/9/15,10:52 PM,BLINDSPOT,60,1.793154072,0,0.705996773
473,DKN,11/9/15,10:53 PM,BLINDSPOT,60,1.826134816,0,1.864780226
474,DKN,11/9/15,10:54 PM,BLINDSPOT,60,1.818354611,0,0.865598244
475,DKN,11/9/15,10:55 PM,BLINDSPOT,60,1.827150004,0,0.685856525
476,DKN,11/9/15,10:56 PM,BLINDSPOT,60,1.843198704,0,0.976012116
477,DKN,11/9/15,10:57 PM,BLINDSPOT,60,1.832405014,0,1.091203262
478,DKN,11/9/15,10:58 PM,BLINDSPOT,60,1.871713925,0,1.977307913
479,DKN,11/9/15,10:59 PM,BLINDSPOT,60,1.935596072,0,0
480,DKN,11/16/15,10:00 PM,BLINDSPOT,60,3.230364167,0,23.5322945
481,DKN,11/16/15,10:01 PM,BLINDSPOT,60,2.798602427,0,8.921480107
482,DKN,11/16/15,10:02 PM,BLINDSPOT,60,2.741152589,0,6.684059012
483,DKN,11/16/15,10:03 PM,BLINDSPOT,60,2.661507948,0,3.806515382
484,DKN,11/16/15,10:04 PM,BLINDSPOT,60,2.622491384,0,5.605498881
485,DKN,11/16/15,10:05 PM,BLINDSPOT,60,2.577512811,1,10.42209696
486,DKN,11/16/15,10:06 PM,BLINDSPOT,60,2.401602613,1,4.754754325
487,DKN,11/16/15,10:07 PM,BLINDSPOT,60,2.359917495,1,3.134959428
488,DKN,11/16/15,10:08 PM,BLINDSPOT,60,2.359719864,1,4.025432872
489,DKN,11/16/15,10:09 PM,BLINDSPOT,60,2.350215168,1,3.024124759
490,DKN,11/16/15,10:10 PM,BLINDSPOT,60,2.383484865,0,3.562688819
491,DKN,11/16/15,10:11 PM,BLINDSPOT,60,2.373197704,0,4.310154252
492,DKN,11/16/15,10:12 PM,BLINDSPOT,60,2.322972699,0,1.920581046
493,DKN,11/16/15,10:13 PM,BLINDSPOT,60,2.340709991,0,2.838599753
494,DKN,11/16/15,10:14 PM,BLINDSPOT,60,2.334781238,0,2.166037384
495,DKN,11/16/15,10:15 PM,BLINDSPOT,60,2.315694189,0,3.260121116
496,DKN,11/16/15,10:16 PM,BLINDSPOT,60,2.297684172,0,1.668697673
497,DKN,11/16/15,10:17 PM,BLINDSPOT,60,2.287806408,0,1.520054681
498,DKN,11/16/15,10:18 PM,BLINDSPOT,60,2.283710234,1,8.823722897
499,DKN,11/16/15,10:19 PM,BLINDSPOT,60,2.140311019,1,4.242290494
500,DKN,11/16/15,10:20 PM,BLINDSPOT,60,2.087126947,1,2.672262953
501,DKN,11/16/15,10:21 PM,BLINDSPOT,60,2.118009919,1,2.296341782
502,DKN,11/16/15,10:22 PM,BLINDSPOT,60,2.159918035,0,1.543608817
503,DKN,11/16/15,10:23 PM,BLINDSPOT,60,2.200722711,0,1.63507938
504,DKN,11/16/15,10:24 PM,BLINDSPOT,60,2.232877772,0,2.256581576
505,DKN,11/16/15,10:25 PM,BLINDSPOT,60,2.225236719,0,1.362023235
506,DKN,11/16/15,10:26 PM,BLINDSPOT,60,2.248726197,0,2.15097109
507,DKN,11/16/15,10:27 PM,BLINDSPOT,60,2.244882748,0,1.435101391
508,DKN,11/16/15,10:28 PM,BLINDSPOT,60,2.249870419,0,2.776236071
509,DKN,11/16/15,10:29 PM,BLINDSPOT,60,2.230945166,0,1.726224152
510,DKN,11/16/15,10:30 PM,BLINDSPOT,60,2.222070349,0,0.254556404
511,DKN,11/16/15,10:31 PM,BLINDSPOT,60,2.231153263,0,0.826148849
512,DKN,11/16/15,10:32 PM,BLINDSPOT,60,2.232699513,1,10.82234676
513,DKN,11/16/15,10:33 PM,BLINDSPOT,60,2.035326488,1,3.809037551
514,DKN,11/16/15,10:34 PM,BLINDSPOT,60,2.025308774,0,2.032309831
515,DKN,11/16/15,10:35 PM,BLINDSPOT,60,2.059265794,0,2.100672029
516,DKN,11/16/15,10:36 PM,BLINDSPOT,60,2.071016099,1,3.402761223
517,DKN,11/16/15,10:37 PM,BLINDSPOT,60,2.120554443,0,1.628812437
518,DKN,11/16/15,10:38 PM,BLINDSPOT,60,2.133087631,0,1.990487647
519,DKN,11/16/15,10:39 PM,BLINDSPOT,60,2.122575109,0,3.562025967
520,DKN,11/16/15,10:40 PM,BLINDSPOT,60,2.093157861,0,1.393220276
521,DKN,11/16/15,10:41 PM,BLINDSPOT,60,2.058628772,0,1.455222626
522,DKN,11/16/15,10:42 PM,BLINDSPOT,60,2.053155671,1,9.214571094
523,DKN,11/16/15,10:43 PM,BLINDSPOT,60,1.954989749,1,1.512263388
524,DKN,11/16/15,10:44 PM,BLINDSPOT,60,2.017439575,1,2.526120647
525,DKN,11/16/15,10:45 PM,BLINDSPOT,60,2.019490435,1,1.752286445
526,DKN,11/16/15,10:46 PM,BLINDSPOT,60,2.068118228,0,1.405724462
527,DKN,11/16/15,10:47 PM,BLINDSPOT,60,2.116468525,0,1.64985306
528,DKN,11/16/15,10:48 PM,BLINDSPOT,60,2.121677842,0,1.867591282
529,DKN,11/16/15,10:49 PM,BLINDSPOT,60,2.106153466,0,1.434619356
530,DKN,11/16/15,10:50 PM,BLINDSPOT,60,2.126779188,1,9.3711626
531,DKN,11/16/15,10:51 PM,BLINDSPOT,60,1.981781104,1,3.068009721
532,DKN,11/16/15,10:52 PM,BLINDSPOT,60,1.970717619,1,1.502777847
533,DKN,11/16/15,10:53 PM,BLINDSPOT,60,2.034446257,1,1.815240535
534,DKN,11/16/15,10:54 PM,BLINDSPOT,60,2.088590446,0,1.332720598
535,DKN,11/16/15,10:55 PM,BLINDSPOT,60,2.121461317,0,1.627007099
536,DKN,11/16/15,10:56 PM,BLINDSPOT,60,2.128582202,0,1.49310819
537,DKN,11/16/15,10:57 PM,BLINDSPOT,60,2.159466518,0,1.90442637
538,DKN,11/16/15,10:58 PM,BLINDSPOT,60,2.235516494,0,3.760233774
539,DKN,11/16/15,10:59 PM,BLINDSPOT,60,2.273418507,0,0
540,DKN,11/23/15,10:00 PM,BLINDSPOT,60,2.635694275,0,18.34161054
541,DKN,11/23/15,10:01 PM,BLINDSPOT,60,2.336155716,0,10.09379753
542,DKN,11/23/15,10:02 PM,BLINDSPOT,60,2.223513952,0,5.17154668
543,DKN,11/23/15,10:03 PM,BLINDSPOT,60,2.156649886,0,5.416771465
544,DKN,11/23/15,10:04 PM,BLINDSPOT,60,2.087431854,0,3.033273148
545,DKN,11/23/15,10:05 PM,BLINDSPOT,60,2.068972545,0,3.546504338
546,DKN,11/23/15,10:06 PM,BLINDSPOT,60,2.03016078,0,2.965227292
547,DKN,11/23/15,10:07 PM,BLINDSPOT,60,2.015442974,0,1.698502988
548,DKN,11/23/15,10:08 PM,BLINDSPOT,60,2.005144079,0,1.421245615
549,DKN,11/23/15,10:09 PM,BLINDSPOT,60,2.010341411,0,4.825821107
550,DKN,11/23/15,10:10 PM,BLINDSPOT,60,1.924321508,1,4.504655692
551,DKN,11/23/15,10:11 PM,BLINDSPOT,60,1.878651645,1,3.125932291
552,DKN,11/23/15,10:12 PM,BLINDSPOT,60,1.870881425,1,1.784501304
553,DKN,11/23/15,10:13 PM,BLINDSPOT,60,1.879966233,1,2.334699901
554,DKN,11/23/15,10:14 PM,BLINDSPOT,60,1.897232875,0,2.472054977
555,DKN,11/23/15,10:15 PM,BLINDSPOT,60,1.90120747,0,1.977068287
556,DKN,11/23/15,10:16 PM,BLINDSPOT,60,1.893362135,0,2.813738633
557,DKN,11/23/15,10:17 PM,BLINDSPOT,60,1.866054916,0,2.127487456
558,DKN,11/23/15,10:18 PM,BLINDSPOT,60,1.867091959,0,2.118939735
559,DKN,11/23/15,10:19 PM,BLINDSPOT,60,1.859750099,0,1.68221857
560,DKN,11/23/15,10:20 PM,BLINDSPOT,60,1.843786927,1,7.411961933
561,DKN,11/23/15,10:21 PM,BLINDSPOT,60,1.718702005,1,2.819694114
562,DKN,11/23/15,10:22 PM,BLINDSPOT,60,1.71158337,1,1.893623773
563,DKN,11/23/15,10:23 PM,BLINDSPOT,60,1.733264903,1,1.107390019
564,DKN,11/23/15,10:24 PM,BLINDSPOT,60,1.761036013,1,3.185876083
565,DKN,11/23/15,10:25 PM,BLINDSPOT,60,1.778401642,0,1.306747323
566,DKN,11/23/15,10:26 PM,BLINDSPOT,60,1.793434717,0,1.440684329
567,DKN,11/23/15,10:27 PM,BLINDSPOT,60,1.791270299,0,1.15910963
568,DKN,11/23/15,10:28 PM,BLINDSPOT,60,1.815477398,0,2.559271113
569,DKN,11/23/15,10:29 PM,BLINDSPOT,60,1.783501923,0,1.6625979
570,DKN,11/23/15,10:30 PM,BLINDSPOT,60,1.767864877,1,7.101601559
571,DKN,11/23/15,10:31 PM,BLINDSPOT,60,1.648217795,1,4.499989385
572,DKN,11/23/15,10:32 PM,BLINDSPOT,60,1.595083736,0,2.4643881
573,DKN,11/23/15,10:33 PM,BLINDSPOT,60,1.596671006,0,1.426006913
574,DKN,11/23/15,10:34 PM,BLINDSPOT,60,1.653825301,1,2.06923779
575,DKN,11/23/15,10:35 PM,BLINDSPOT,60,1.679189996,0,1.215219686
576,DKN,11/23/15,10:36 PM,BLINDSPOT,60,1.682257972,0,1.09399291
577,DKN,11/23/15,10:37 PM,BLINDSPOT,60,1.6792037,0,0.46982836
578,DKN,11/23/15,10:38 PM,BLINDSPOT,60,1.693414974,0,2.042163659
579,DKN,11/23/15,10:39 PM,BLINDSPOT,60,1.671303453,0,1.057333804
580,DKN,11/23/15,10:40 PM,BLINDSPOT,60,1.683778153,0,0.613187673
581,DKN,11/23/15,10:41 PM,BLINDSPOT,60,1.69319566,0,3.405417925
582,DKN,11/23/15,10:42 PM,BLINDSPOT,60,1.645668702,1,6.637286874
583,DKN,11/23/15,10:43 PM,BLINDSPOT,60,1.566291304,1,1.917273785
584,DKN,11/23/15,10:44 PM,BLINDSPOT,60,1.598373425,1,2.628032028
585,DKN,11/23/15,10:45 PM,BLINDSPOT,60,1.624942054,1,1.846565339
586,DKN,11/23/15,10:46 PM,BLINDSPOT,60,1.644491836,0,1.334112708
587,DKN,11/23/15,10:47 PM,BLINDSPOT,60,1.653504125,0,1.900821881
588,DKN,11/23/15,10:48 PM,BLINDSPOT,60,1.641584723,0,1.434703009
589,DKN,11/23/15,10:49 PM,BLINDSPOT,60,1.650872397,0,1.660405677
590,DKN,11/23/15,10:50 PM,BLINDSPOT,60,1.645848493,1,7.600962522
591,DKN,11/23/15,10:51 PM,BLINDSPOT,60,1.533466236,1,1.139509462
592,DKN,11/23/15,10:52 PM,BLINDSPOT,60,1.563846675,1,1.456385231
593,DKN,11/23/15,10:53 PM,BLINDSPOT,60,1.621281022,1,2.890926637
594,DKN,11/23/15,10:54 PM,BLINDSPOT,60,1.620550166,0,2.484977857
595,DKN,11/23/15,10:55 PM,BLINDSPOT,60,1.610751078,0,1.056235382
596,DKN,11/23/15,10:56 PM,BLINDSPOT,60,1.635561556,0,0.548637542
597,DKN,11/23/15,10:57 PM,BLINDSPOT,60,1.659590556,0,0.884623379
598,DKN,11/23/15,10:58 PM,BLINDSPOT,60,1.698858179,0,1.451407615
599,DKN,11/23/15,10:59 PM,BLINDSPOT,60,1.740585266,0,0
600,DKN,2/29/16,10:00 PM,BLINDSPOT,60,3.638674631,0,26.66176021
601,DKN,2/29/16,10:01 PM,BLINDSPOT,60,2.922724544,0,12.49360069
602,DKN,2/29/16,10:02 PM,BLINDSPOT,60,2.704203469,0,8.285193209
603,DKN,2/29/16,10:03 PM,BLINDSPOT,60,2.542196639,0,5.932817643
604,DKN,2/29/16,10:04 PM,BLINDSPOT,60,2.449461006,0,4.560087574
605,DKN,2/29/16,10:05 PM,BLINDSPOT,60,2.40883708,0,5.410106097
606,DKN,2/29/16,10:06 PM,BLINDSPOT,60,2.35177412,0,4.54190074
607,DKN,2/29/16,10:07 PM,BLINDSPOT,60,2.294022307,0,3.562450891
608,DKN,2/29/16,10:08 PM,BLINDSPOT,60,2.254498686,0,2.701581623
609,DKN,2/29/16,10:09 PM,BLINDSPOT,60,2.225829233,0,3.59149416
610,DKN,2/29/16,10:10 PM,BLINDSPOT,60,2.196682815,0,3.509217913
611,DKN,2/29/16,10:11 PM,BLINDSPOT,60,2.175440104,0,2.958312495
612,DKN,2/29/16,10:12 PM,BLINDSPOT,60,2.166085138,0,3.533379102
613,DKN,2/29/16,10:13 PM,BLINDSPOT,60,2.134686184,0,2.782618921
614,DKN,2/29/16,10:14 PM,BLINDSPOT,60,2.101117341,0,2.392570741
615,DKN,2/29/16,10:15 PM,BLINDSPOT,60,2.096572083,0,3.721937295
616,DKN,2/29/16,10:16 PM,BLINDSPOT,60,2.047890252,1,5.646749514
617,DKN,2/29/16,10:17 PM,BLINDSPOT,60,1.963919927,1,2.273007023
618,DKN,2/29/16,10:18 PM,BLINDSPOT,60,1.977646863,1,4.057937878
619,DKN,2/29/16,10:19 PM,BLINDSPOT,60,1.944336795,0,2.333065845
620,DKN,2/29/16,10:20 PM,BLINDSPOT,60,1.942710589,0,3.098004396
621,DKN,2/29/16,10:21 PM,BLINDSPOT,60,1.934955931,0,1.949734746
622,DKN,2/29/16,10:22 PM,BLINDSPOT,60,1.93985271,0,3.55836486
623,DKN,2/29/16,10:23 PM,BLINDSPOT,60,1.906023447,0,1.895859847
624,DKN,2/29/16,10:24 PM,BLINDSPOT,60,1.912752132,0,2.431396319
625,DKN,2/29/16,10:25 PM,BLINDSPOT,60,1.9021389,0,2.618354759
626,DKN,2/29/16,10:26 PM,BLINDSPOT,60,1.889764903,1,7.145031353
627,DKN,2/29/16,10:27 PM,BLINDSPOT,60,1.786475814,1,3.678527692
628,DKN,2/29/16,10:28 PM,BLINDSPOT,60,1.794956239,0,3.978132616
629,DKN,2/29/16,10:29 PM,BLINDSPOT,60,1.77325886,1,2.283547425
